,divisions,title,abstract,subjects,publication,publisher,date,keywords,keyword,lang,translation
2292,,diagnosis dan penatalaksanaan kusta,"leprosy or morbus hansen or lepra is a chronic infectious disease caused by the bacillus mycobacterium leprae leprosy attacks the peripheral nerves skin and other body tissues except the central nervous system mycobacterium leprae reproduces slowly and the average disease incubation period is 5 years symptoms can occur within 1 year but can also last for 20 years or even more this disease can be cured with multidrug therapy kusta is likely transmitted by droplets from the nose and mouth during close and frequent contact with untreated cases diagnosis of leprosy is based on clinical bacterioscopic histopathological and serological features of the three clinical diagnosis is the most important and the simplest determination of the type of leprosy needs to be done in order to determine the appropriate therapy in several provinces in indonesia the prevalence of leprosy is still above 1 per 10,000 population where this figure cannot be declared free of morbus hansen and occurs in 10 provinces in indonesia kusta sufferers not only suffer because of their illness but also suffer psychological impacts because people think that leprosy is a hereditary disease based on the description it is necessary to explore and know about the definition etiology pathogenesis clinical manifestations investigations complications management and prognosis of leprosy",['R1'],"MEDULA, medicalprofession journal of lampung university",fakultas kedokteran universitas lampung,2021,,,en,Tahun tetapi juga dapat bertahan selama 20 tahun atau bahkan lebih banyak penyakit ini dapat disembuhkan dengan terapi multi -obat kusta kemungkinan ditularkan oleh tetesan dari hidung dan mulut selama kontak dekat dan sering dengan kasus yang tidak diobati diagnosis kusta didasarkan pada fitur histopatologis dan serologis bakterikopik klinis klinis didasarkan pada histopatologis dan serologis klinis klinis klinis klinisDari tiga diagnosis klinis adalah penentuan yang paling penting dan paling sederhana dari jenis kusta yang perlu dilakukan untuk menentukan terapi yang tepat di beberapa provinsi di Indonesia prevalensi kusta masih di atas 1 per 10.000 populasi di mana angka ini tidak dapat diadakandinyatakan bebas dari Morbus hansen dan terjadi di 10 provinsi di penderita Indonesia kusta tidak hanya menderita karena penyakit mereka tetapi juga menderita dampak psikologis karena orang berpikir bahwa kusta adalah penyakit herediter berdasarkan deskripsi yang perlu dieksplorasi dan mengetahui tentang etiologi definisi tersebut.Patogenesis Manifestasi Klinis Investigasi Manajemen Komplikasi dan Prognosis Kusta
2293,['FEB6'],cek plagiarisme artikel modelling and forecasting crude oil prices during covid-19 pandemic,"currently the world suffers from the covid-19 pandemic which affects almost every aspect of daily life giving rise to recession and affecting the world prices of crude oil the study aims to model the high uncertainty of volatility as well as to forecast the daily prices of crude oil during the pandemic one econometric model applied in this study is the generalised autoregressive conditional heteroscedasticity garch that allows more accurate and appropriate statistical analyses particularly this study also discusses solving economic issues on the condition of any disturbances in the stability of daily crude oil prices the findings suggest that the ar 1 garch 1,1 model is a wellfitted model to predict relatively small errors this model can act as a foundation for determining strategies in the future while facing such uncertain circumstances -19 pandemic crude oil prices pandemic generalised autoregressive conditional heteroscedasticity model jel classifications c5 c53 c58 q4 q471",['HG'],,EconJournals,2021,,"['forecasting', 'covid']",en,"Saat ini dunia menderita pandemi Covid-19 yang mempengaruhi hampir setiap aspek kehidupan sehari-hari sehingga memunculkan resesi dan mempengaruhi harga dunia minyak mentah yang bertujuan untuk memodelkan ketidakpastian volatilitas yang tinggi serta untuk memperkirakan harga harian minyak mentah harian mentah.Minyak Selama Model Ekonometrik Satu Pandemi yang Diterapkan dalam penelitian ini adalah Gench heteroscedasticity bersyarat autoregresif umum yang memungkinkan analisis statistik yang lebih akurat dan sesuai terutama penelitian ini juga membahas pemecahan masalah ekonomi dengan kondisi gangguan dalam stabilitas harga minyak mentah harian.Sarankan bahwa model AR 1 GARCH 1,1 adalah model yang diprediksi dengan baik untuk memprediksi kesalahan yang relatif kecil model ini dapat bertindak sebagai dasar untuk menentukan strategi di masa depan sambil menghadapi keadaan yang tidak pasti -19 model minyak mentah pandemi pandemi generalisasi autoregresif autoregressional heteroscedasticity model Jel Jel Jeling Jelemic Jelamic Generalized Autoregressional GeneralKlasifikasi C5 C53 C58 Q4 Q471"
2294,['FT7'],study of the potential utilization of local lampung province resources in development of dental implant bioceramics,abstract the increasing of dental implants needs to be supported by local materials development as a form of independence for a nation with its rich natural resources indonesia has the potential to be used as a dental implant material dental implant materials can be in bioceramic materials consisting of bioactive bioresorbable and bioinert one of the bioactive materials of concern today is glassceramics from basalt rock meanwhile the hydroxyapatite material sourced from limestone is the most widely used bioresorbable type these materials basalt and limestone are very much found in indonesia including lampung province however the use of these two materials as bioceramic materials is still very little several methods of treating basalt as glassceramics and limestone as hydroxyapatite are described in this article review the utilization of local potential as a source of dental implant material will provide support for the independence of a nation in the welfare of its people ceramics dental implant,['TJ'],IOP Conf. Series: Materials Science and Engineering,IOP Publishing,2021,,"['bioceramics', 'basal rock', 'glass']",en,Abstrak Peningkatan implan gigi perlu didukung oleh pengembangan material lokal sebagai bentuk kemandirian bagi suatu negara dengan sumber daya alam yang kaya Indonesia memiliki potensi untuk digunakan sebagai bahan implan gigi implan gigi dapat dalam bahan biokeramik yang terdiri dari bioaktif bioaktif dapat berupa biokeramik yang terdiri dari bioaktif bioaktif yang terdiri bioaktif yang bioaktif yang terdiri bioaktif yang bioaktif yang bioaktifBioresorbable dan Bioinert salah satu bahan bioaktif yang menjadi perhatian saat ini adalah glassceramics dari batuan basal. Sementara bahan hidroksiapatit yang bersumber dari batu kapur adalah tipe bioresorbable yang paling banyak digunakan.Bahan sebagai bahan biokeramik masih sangat sedikit beberapa metode untuk mengobati basal sebagai kaca dan batu kapur sebagai hidroksiapatit dijelaskan dalam artikel ini meninjau pemanfaatan potensial lokal sebagai sumber bahan implan gigi akan memberikan dukungan untuk independensi suatu negara dalam kesejahteraan OFImplan Gigi Keramik Rakyatnya
2295,['FH1'],the corruption eradication commission kpk supervisory board s role as a grantor of permits in corruption crimes,hasil check similarity,['K1'],Corroptio,FH UNILA,2021,,,en,HASIL Periksa kesamaan
2296,['FKIP24'],sakukha traditions preserving the tradition in the society of west lampung to enhance historical mindness,this study aims to determine how the existence impacts the function of the sakukha tradition in the buay pernong pekon balak community west lampung the method used in this research is the descriptive method with a qualitative approach the data collection technique is done using observation interviews documentation the data analysis technique used is qualitative data analysis techniques based on the results of the research it was found that the existence of the sakukha tradition in the buay pernong community has existed since ancient times as a symbol of magic and warfare but currently it is used as a symbol of gratitude for the buay pernong community besides that it is used as a form of community entertainment and a place to connect friendship although several things have changed it is different for the young generation of buay pernong pekon balak who is still wise and wise in responding to the entry of new cultures without causing the loss of the old culture by introducing the sakukha tradition through the media this is also supported by the functions and roles of local government and traditional leaders to maintain and preserve regional culture especially the sakukha tradition so that it will not be lost by increasingly modern times proven by the construction of a sakukha icon precisely in hamtebiu park liwa west lampung,['D051'],International Journal of Multicultural and Multireligious Understanding (IJMMU),IJMMU,2021-05-10,,,en,Penelitian ini bertujuan untuk menentukan bagaimana keberadaan berdampak pada fungsi tradisi Sakukha di Buay Pernong Pekon Balak Community West Lampung Metode yang digunakan dalam penelitian ini adalah metode deskriptif dengan pendekatan kualitatif teknik pengumpulan data dilakukan dengan menggunakan dokumentasi pengamatan data Data. Data.Teknik analisis yang digunakan adalah teknik analisis data kualitatif berdasarkan hasil penelitian ditemukan bahwa keberadaan tradisi Sakukha di komunitas Buay Pernong telah ada sejak zaman kuno sebagai simbol sihir dan peperangan tetapi saat ini digunakan sebagai simbolterima kasih untuk komunitas Buay Pernong selain itu digunakan sebagai bentuk hiburan komunitas dan tempat untuk menghubungkan persahabatan meskipun beberapa hal telah berubah itu berbeda untuk generasi muda Buay Pernong Pekon Balak yang masih bijaksana dan bijaksana dalam menanggapiMasuknya budaya baru tanpa menyebabkan hilangnya budaya lama dengan memperkenalkan tradisi Sakukha melalui media ini juga didukung oleh fungsi dan peran pemerintah daerah dan pemimpin tradisional untuk mempertahankan dan melestarikan budaya regional terutama tradisi Sakukha sehingga ia akan melakukannya sehingga ia akan melakukannya sehingga ia akan melakukannya sehingga ia akan memelihara Sakukha sehingga ia akan melakukannya sehingga ia akan memelihara Sakukha sehingga ia akan memelihara dan melestarikan tradisi Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehingga ia akan memelihara Sakukha sehinggatidak akan hilang pada zaman yang semakin modern terbukti dengan pembangunan ikon Sakukha justru di Taman Hamtebiu Liwa Lampung Barat
2297,['FMIPA4'],lipolytic activity of indigenous bacteria from cooking oilcontaminated soil in bandar lampung indonesia,"screening of indigenous bacteria with lipolytic activity from oilcontaminated soil in bandar lampung indonesia has been carried out identification of bacteria based on morphology gram staining and biochemical activity showed that the bacteria were pseudomonas sp the exponential phase of bacterial growth on selective media containing olive oil and tween 80 was formed at 6-20 hours of incubation with the highest lipolytic activity of 60,76 u ml of enzyme at 18 hours of incubation this bacteria was methanol tolerant with lipolytic activity of 12,78 u ml of enzyme at 18 hours incubation and 23,05 u ml of enzyme at 36 hours of incubation enzyme purification using ammonium sulfate precipitation and sephadex g-75 column chromatography showed specific activities of 18.59 u mg protein and 12.14 u mg protein respectively the lipase produced in this study has temperature kinetics similar to that of bacterial lipases in general namely the optimum temperature of 450c this character can be used in other applications of lipase from this indigenous bacteria",['QD'],,,2021-11-01,,"['indigenous bacteria', 'lipolytic activity', 'methanol tolerant', 'lipase']",en,"Penyaringan bakteri asli dengan aktivitas lipolitik dari tanah yang terkontaminasi minyak di Bandar Lampung Indonesia telah dilakukan identifikasi bakteri berdasarkan pewarnaan gram morfologi dan aktivitas biokimia menunjukkan bahwa bakteri adalah pseudomonas spronensial dari pertumbuhan bakteri pada media selektif yang mengandung berminyak selektif dan dua orang yang mengandung dua.80 dibentuk pada 6-20 jam inkubasi dengan aktivitas lipolitik tertinggi 60,76 U mL enzim pada 18 jam inkubasi bakteri ini toleran metanol dengan aktivitas lipolitik 12,78 U mL enzim pada inkasi 18 jam dan 23, 05 U mL enzim pada 36 jam pemurnian enzim inkubasi menggunakan presipitasi amonium sulfat dan kromatografi kolom Sephadex G-75 menunjukkan aktivitas spesifik protein 18,59 U Mg dan masing-masing protein Lipase yang diproduksi dalam penelitian ini memiliki suhu yang mirip dengan itu yang mirip dengan itu yang diproduksi dalam penelitian ini memiliki suhu yang mirip dengan itu dengan suhu yang mirip dengan itu dengan suhu yang mirip dengan itu yang mirip dengan suhu yang mirip dengan itu yang mirip dengan suhu yang mirip dengan itulipase bakteri secara umum yaitu suhu optimal 450C Karakter ini dapat digunakan dalam aplikasi lipase lain dari bakteri asli ini"
2298,['FP25'],kajian viabilitas benih sorgum sorghum bicolor l moench varietas numbu dan upcas2 akibat pengusangan dipercepat maupun periode simpan alami,"seed deterioration can occur by the length of the storage period or accelerated aging the viability of seeds will be lower due to increasing seed deterioration this experiment aimed to compare the viability of the seeds of two varieties of sorghum numbu and upcas2 due to the natural storage period and due to accelerated aging the intensity of aging was the increasing concentration of ethanol solution some seeds were stored in a room with a temperature of 27,3 0,9ᵒc and their viability was observed periodically every 2 months up to 6 months some other sorghum seeds were treated by moisturizing them in ethanol solution with increasing concentrations 0 4 8 and 12% each for 24 hours seed viability was observed at each end of the rapid aging treatment the storage period and the intensity of aging treatment significantly p 0,01 reduced the percentage of normal seedling and germination speed the viability of numbu soybean seeds and upcas2 decreased significantly in the accelerated aging treatment with 8% ethanol concentration also in the twomonth storage period treatment",['S1'],Open Science and Technology,Research and Social Study Institut,2021-04-01,,,en,"seed deterioration can occur by the length of the storage period or accelerated aging the viability of seeds will be lower due to increasing seed deterioration this experiment aimed to compare the viability of the seeds of two varieties of sorghum numbu and upcas2 due to the natural storage period and due to accelerated aging the intensity of aging was the increasing concentration of ethanol solution some seeds were stored in a room with a temperature of 27,3 0,9ᵒc and their viability was observed periodically every 2 months up to 6 months some other sorghum seeds were treated by moisturizing them in ethanol solution with increasing concentrations 0 4 8 and 12% each for 24 hours seed viability was observed at each end of the rapid aging treatment the storage period and the intensity of aging treatment significantly p 0,01 reduced the percentage of normal seedling and germination speed the viability of numbu soybean seeds and upcas2 decreased significantly in the accelerated aging treatment with 8% ethanol concentration also in the twomonth storage period treatment"
2299,['FP5'],characterization and potential of coelogyne rochussenii orchids from bukit rimbang and bukit baling wildlife sanctuary as explant source,conservation is an effort to return natural resources to their habitat to restore the ecosystem balance which can be done insitu and exsitu coelogyne rochussenii orchid conservation efforts are essential to maintain its sustainability the purpose of this study was to characterize c rochussenii orchids from bukit rimbang and bukit baling wildlife sanctuary as a source of tissue culture explants to support exsitu conservation efforts orchid plant samples were obtained through exploration in three locations with an altitude of 92 masl and then the characterization of leaf morphology pseudobulbs roots and fruit were carried out the characterization results showed that the young pseudobulbs young leaves healthy roots and physiologically ripe fruits of the c rochussenii orchids obtained could be used as a source of explants to support exsitu conservation efforts situ conservation physiologically mature young pseudobulbs,['SD'],Jurnal Sylva Lestari,"Department of Forestry, Faculty of Agriculture, University of Lampung",2021-01,,['ex'],en,"Konservasi adalah upaya untuk mengembalikan sumber daya alam ke habitatnya untuk mengembalikan keseimbangan ekosistem yang dapat dilakukan Insitu dan Exsitu Coelogyne Rochussenii Upaya Konservasi Anggrek sangat penting untuk mempertahankan keberlanjutannya, tujuan penelitian ini adalah untuk mengkarakterisasi C Rochussenii Orchids dari Bukit Rimbang dan BukitBaling Suaka Margasatwa sebagai sumber eksplan budaya jaringan untuk mendukung upaya konservasi exitu, sampel tanaman anggrek diperoleh melalui eksplorasi di tiga lokasi dengan ketinggian 92 masl dan kemudian karakterisasi akar pseudobulbs morfologi daun dan buah dilakukan, hasil karakterisasi menunjukkan bahwaThe Young Pseudobulbs Daun Muda Akar Sehat Dan Buah Matang Fisiologis Dari C Rochussenii Anggrek yang Diperoleh Dapat Digunakan Sebagai Sumber Eksplan untuk Mendukung Upaya Konservasi Keluar"
2300,['FMIPA4'],transesterification of coconut oil cocos nucifera l into biodiesel using zeolitea catalyst based on rice husk silica and aluminum foil,in this research zeolitea was synthesized by hydrothermal method using silica of rice husk and aluminum foil as raw materials for zeolite preparation a particular amount of silica was dissolved in naoh solution which is then aged with variation time of 24-96 hours the mixed solution was then added with aluminum foil and again aged for 24 hours the crystallization process was carried out in an oven of 100 c 96 hours the resulting zeolite was then calcined at 550 c for 6 hours the zeolite characterization by xrd showed that zeolitea had been formed and had characteristics following the zeolitea standard from iza the resulting zeolitea has good crystallinity as indicated by the sharp peaks on the resulting diffractogram the zeolitea catalytic test on transesterification of coconut oil showed high catalyst performance characterized by the conversion of fatty acids in coconut oil to methyl esters with 100% conversion percent the formation of the methyl ester was proven based on the results of the analysis with ftir and gcms which showed the characteristics of methyl ester at wavenumbers 1744 cm-1 c o 2922 cm-1 c h 1170 cm -1 c o with the highest percentage in the form of methyl laurate at 31.80%,['QD'],,,2021-01-28,,,en,"Dalam penelitian ini zeolitea disintesis dengan metode hidrotermal menggunakan silika sekam padi dan aluminium foil sebagai bahan baku untuk persiapan zeolit, jumlah silika tertentu dilarutkan dalam larutan NaOH yang kemudian ditua dengan variasi waktu 24-96 jam.Ditambahkan dengan aluminium foil dan lagi berumur 24 jam proses kristalisasi dilakukan dalam oven 100 C 96 jam zeolit yang dihasilkan kemudian dikalsinasi pada 550 C selama 6 jam karakterisasi zeolit oleh XRD menunjukkan bahwa zeolitea telah dibentuk dan memiliki karakteristikMengikuti standar zeolitea dari IZA Zeolitea yang dihasilkan memiliki kristalinitas yang baik seperti yang ditunjukkan oleh puncak tajam pada difraktogram yang dihasilkan. Tes katalitik zeolitea pada transesterifikasi minyak kelapa menunjukkan kinerja katalis tinggi yang ditandai dengan konversi asam lemak dalam minyak kelapa ke metil dengan metil dengan 100% Persen Persen Pembentukan Ester Metil terbukti berdasarkan hasil analisis dengan FTIR dan GCM yang menunjukkan karakteristik metil ester pada bilangan gelombang 1744 cm-1 c o 2922 cm-1 c h 1170 cm -1 c o dengan persentase tertinggidalam bentuk metil laurate pada 31,80%"
2301,,developing assesment in improving student digital literacy skills,this research aims to develop an assessment of problemsolving skills in improving students digital literacy skills this research is directed to produce physics learning assessments that can improve students digital literacy using problemsolving skills assessments the use of assessments that refer to the problemsolving skills stage is expected to improve students digital literacy the study is an r d research with the borg and gall development model on the preliminary research a questionnaire is needed to detect need analysis of an assessment that can help improving student digital literacy skills questionnaires were used to collect expert review data while cognitive tests were used to collect data on students problemsolving skills cognitive tests by posttest form were held to find out the progress of students understanding during the learning process using the products the results of content validity by aiken s v is 0.80 the factor analysis is seen by the bartlett test value with chisquares 1.604 and significance at 0.659 therefore the problemsolving skills assessment from the aspect of content and construction has valid criteria and is suitable for use the ngain test results of students problemsolving skills in the experimental class by 0.3 with a quite effective category higher than the control class of 0.12 with a quite effective category the results show that the use of assessment of problemsolving skills effectively improved students digital literacy skills,['L1'],Jurnal Penelitian dan Evaluasi Pendidikan,Graduate School of Universitas Negeri Yogyakarta,2021-06,,,en,"Penelitian ini bertujuan untuk mengembangkan penilaian keterampilan pemecahan masalah dalam meningkatkan keterampilan melek huruf digital yang diarahkan oleh penelitian ini untuk menghasilkan penilaian pembelajaran fisika yang dapat meningkatkan literasi digital siswa menggunakan penilaian keterampilan pemecahan masalah penggunaan penilaian yang merujuk pada tahap keterampilan yang memecahkan masalah diharapkan dapat meningkatkanSiswa Literasi Digital Studi ini adalah penelitian dengan model pengembangan borg dan empedu pada penelitian pendahuluan sebuah kuesioner diperlukan untuk mendeteksi analisis kebutuhan penilaian yang dapat membantu meningkatkan kuesioner keterampilan literasi digital siswa digunakan untuk mengumpulkan data ulasan ahli saat tes kognitifdigunakan untuk mengumpulkan data tentang siswa yang memecahkan keterampilan tes kognitif dengan bentuk posttest diadakan untuk mengetahui kemajuan pemahaman siswa selama proses pembelajaran menggunakan produk hasil validitas konten oleh aiken s v adalah 0,80 analisis faktor dilihat oleh tes bartlettNilai dengan Chisquares 1,604 dan signifikansi pada 0,659 oleh karena itu penilaian keterampilan pemecahan masalah dari aspek konten dan konstruksi memiliki kriteria yang valid dan cocok untuk menggunakan hasil tes NGAIN dari siswa yang memecahkan keterampilan pemecahan dalam kelas eksperimental dengan 0,3 dengan kategori yang cukup efektif lebih tinggi dari padaKelas kontrol 0,12 dengan kategori yang cukup efektif hasil menunjukkan bahwa penggunaan penilaian keterampilan pemecahan masalah secara efektif meningkatkan keterampilan melek huruf digital siswa"
2302,['FKIP9'],developing electronic student worksheet eworksheet based project using fliphtml5 to stimulate science process skills during the covid-19 pandemic,this research aims to develop a worthy in terms of validity and practicality electronic student worksheets eworksheet based project using fliphtml5 in light interference topic eworksheet developed to stimulate student s science process skills this research used design and development research ddr which consisted of 4 stages namely analysis design development and evaluation the results of the product validity were assessed by experts consisting of two high school physics teachers and a lecturer from the physics education department of the university of lampung who got an average score of 3.56 with the very valid category the eworksheet practicality in terms of the legibility the student views that was completed by 9 students and the teacher views that was completed by 5 high school physics teachers got an average percentage of 90% with the very practical category these results showed that eworksheet were valid and very practical to stimulate student s science process skills based on teacher views the eworksheet is very possible to be implemented in online and facetoface learning especially in the covid-19 pandemic era the eworksheet can be used as multimedia to support online learning,['L1'],Integrative Science Education and Teaching Activity Journal,"Jurusan Tadris IPA, Fakultas Tarbiyah dan Keguruan, IAIN Ponorogo.",2021-05-31,,,en,"Penelitian ini bertujuan untuk mengembangkan yang layak dalam hal validitas dan kepraktisan lembar kerja siswa elektronik eWorksheet berbasis proyek menggunakan fliphtml5 dalam topik interferensi ringan eworksheet yang dikembangkan untuk merangsang keterampilan proses sains siswa.Pengembangan dan Evaluasi Hasil validitas produk dinilai oleh para ahli yang terdiri dari dua guru fisika sekolah menengah dan seorang dosen dari departemen pendidikan fisika Universitas Lampung yang mendapat skor rata -rata 3,56 dengan kategori yang sangat valid, kepraktisan Eworksheet dalam hal dalam halDari keterbacaan pandangan siswa yang diselesaikan oleh 9 siswa dan pandangan guru yang diselesaikan oleh 5 guru fisika sekolah menengah mendapatkan persentase rata -rata 90% dengan kategori yang sangat praktis hasil ini menunjukkan bahwa lembar Eworking valid dan sangat praktis untuk merangsang siswaKeterampilan Proses Sains Berdasarkan Pandangan Guru Lembar Ework sangat mungkin untuk diimplementasikan dalam pembelajaran online dan facetoface terutama di era pandemi COVID-19, lembar kerja dapat digunakan sebagai multimedia untuk mendukung pembelajaran online"
2303,['FKIP9'],development of collaboration and communication skills assessments based on project based learning in improving high school students the soft skills,this research aims to create collaboration and communication skills assessment tools based on project based learning in improving students soft skills that are valid practical and effective this research design uses research and development method with borg gall development model adapted into 7 development steps namely 1 research and information collection 2 planning 3 product develop preliminary 4 preliminary field testing 5 main product revision 6 main field testing 7 operational product revision this article is only reported until the product develop preliminary stage of developing the initial form of the product to be produced included in this step are the preparation of supporting components preparing guidelines and manuals and evaluating the feasibility of supporting tools the data collection used is a questionnaire with google form collected from high school physics teachers in lampung the data analysis used is qualitative descriptive analysis the results of this study are teachers in high school in lampung province 75% have not used collaboration assessment instruments or communication 15% teachers already know the form of collaboration and communication assessment instruments but have not implemented them students have different learning abilities students who get low cognitive grades tend to be students who have good communication skills 90% of students tend to choose learning in practice rather than simply taking notes in class learning models suitable for the process of learning physics in order to improve collaboration cooperation and communication that is a project based learning mode l where this pjbl learning model students are required to create a project with a teamwork system in addition to improving collaboration and communication students this learning model can see soft skills possessed by students and can be developed in this preliminary study 100% of teachers in lampung agreed if created and developed collaboration and communication learning assessment instruments in order to multiply or form soft skills of students,['L1'],Proceedings of the International Conference on Educational Assessment and Policy 2020,ATLANTIS PRESS,2021-04-21,,,en,Penelitian ini bertujuan untuk menciptakan kolaborasi dan alat penilaian keterampilan komunikasi berdasarkan pembelajaran berbasis proyek dalam meningkatkan soft skill siswa yang valid praktis dan efektif desain penelitian ini menggunakan metode penelitian dan pengembangan dengan model pengembangan Borg Gall diadaptasi menjadi 7 langkah pengembangan yaitu 1 penelitian dan informasiKoleksi 2 Perencanaan 3 Produk Mengembangkan Pendahuluan 4 Pengujian Lapangan Pendahuluan 5 Revisi Produk Utama 6 Pengujian Lapangan Utama 7 Revisi Produk Operasional Artikel ini hanya dilaporkan sampai produk mengembangkan tahap awal pengembangan bentuk awal produk yang akan diproduksi termasuk dalam langkah ini adalahPersiapan komponen pendukung menyiapkan pedoman dan manual dan mengevaluasi kelayakan alat pendukung yang digunakan pengumpulan data adalah kuesioner dengan bentuk Google yang dikumpulkan dari guru fisika sekolah menengah di Lampung Analisis data yang digunakan adalah analisis deskriptif kualitatif. Hasil penelitian ini adalah guru di dalamKeterampilan Komunikasi yang Baik 90% siswa cenderung memilih belajar dalam praktik daripada sekadar membuat catatan dalam model pembelajaran kelas yang cocok untuk proses pembelajaran fisika untuk meningkatkan kerja sama kolaborasi dan komunikasi yang merupakan mode pembelajaran berbasis proyek di mana model pembelajaran PJBL ini iniSiswa diminta untuk membuat proyek dengan sistem kerja tim selain meningkatkan kolaborasi dan komunikasi siswa model pembelajaran ini dapat melihat soft skill yang dimiliki oleh siswa dan dapat dikembangkan dalam studi pendahuluan ini 100% guru di Lampung setuju jika dibuat dan dikembangkan kolaborasi danInstrumen Penilaian Pembelajaran Komunikasi Untuk melipatgandakan atau membentuk soft skill siswa
2304,['FKIP9'],development of project based eworksheet to stimulate scientific creativity and collaborative skills,this study aimed to develop projectbased eworksheets using fliphtml5 on light interference topic this research used design development and research ddr with the stages of analysis design development and evaluation to get a product that is feasible this product must be valid and practical validity of the product s design and construct was validated by 3 experts indicating that the digital eworksheet developed was categorized very valid with an average score of 3.44 and the practicality of the product in terms of the teacher s and student s responses with an average score of 85% was categorized very good based on the results of validity and practicality of product it assumed that eworksheet is feasible to stimulate students science creativity and collaborative skills,['L1'],Berkala Ilmiah Pendidikan Fisika,"Fakultas Keguruan dan Pendidikan, Universitas Lampung Mangkurat.",2021-07-31,,,en,"Penelitian ini bertujuan untuk mengembangkan eWorksheet berbasis proyek menggunakan fliphtml5 pada topik interferensi cahaya penelitian ini menggunakan pengembangan desain dan penelitian DDR dengan tahap pengembangan dan evaluasi desain analisis untuk mendapatkan produk yang layak produk ini harus valid dan validitas praktis dari desain produk S Produkdan konstruk divalidasi oleh 3 ahli yang menunjukkan bahwa lembar eWork digital yang dikembangkan dikategorikan sangat valid dengan skor rata -rata 3,44 dan kepraktisan produk dalam hal tanggapan guru dan siswa dengan skor rata -rata 85% dikategorikan sangat baikBerdasarkan hasil validitas dan kepraktisan produk yang diasumsikan bahwa Eworksheet layak untuk merangsang kreativitas sains dan keterampilan kolaboratif siswa"
2305,['FKIP9'],the development of stemintegrated lois learning unit for enhancing student s direct current concept understanding,this study developed the science technology engineering mathematics stem integrated learning of inquiry sequences lois learning unit for students in understanding the direct current concept learning unit met the valid practical and effective criteria the validity shows the content validity construct validity the practicality shows the ease of use positive response from students the effectivity shows the achievement of learning objectives namely improvement in understanding the direct current concept this study used a 4d learning unit development model namely define design development and disseminate stages this study was included in a quasiexperiment study with one group pretest and posttest design data were analyzed using descriptive analysis based on the results the mean of content validity was 3.76 and construct validity was 3.75 with very valid criteria then the mean of the learning unit implementation in class was 0.92 and a positive response from students in the class was 0.97 with very practical criteria based on paired sample ttest tcalculation 23.291 ttable 2.03011 and the ngain value was 0.80 high gain showed that the lois learning implementation was effective to engage students in the classroom activities,['L1'],Jurnal Pendidikan MIPA,"Jurusan Pendidikan MIPA, FKIP, Universitas Lampung",2021-03-25,,,en,"Penelitian ini mengembangkan Teknik Sains Teknik Matematika STEM Pembelajaran Terpadu dari Urutan Penyelidikan Unit Pembelajaran LOIS untuk Siswa dalam Memahami Unit Pembelajaran Konsep Direct saat ini memenuhi kriteria praktis dan efektif yang valid. Validitas menunjukkan validitas konten validitas konstruk, kepraktisan menunjukkan kemudahan penggunaan positifTanggapan dari Siswa Efektivitas menunjukkan pencapaian tujuan pembelajaran yaitu peningkatan dalam memahami konsep langsung saat ini penelitian ini menggunakan model pengembangan unit pembelajaran 4D yaitu mendefinisikan pengembangan desain dan menyebarkan tahapan penelitian ini dimasukkan dalam studi quasixperiment dengan satu kelompok pretest dan posttest desainData dianalisis dengan menggunakan analisis deskriptif berdasarkan hasil rata -rata validitas konten adalah 3,76 dan validitas konstruk adalah 3,75 dengan kriteria yang sangat valid maka rata -rata implementasi unit pembelajaran di kelas adalah 0,92 dan respons positif dari siswa di kelas adalah 0,97 denganKriteria yang sangat praktis berdasarkan ttest sampel berpasangan 23.291 Ttable 2.03011 dan nilai NGAIN adalah 0,80 keuntungan tinggi menunjukkan bahwa implementasi pembelajaran LOIS efektif untuk melibatkan siswa dalam kegiatan kelas ruang kelas dalam kelas"
